26-06-01 23:12:00.889 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.journalLatest.Service.EmailServiceTests], using SpringBootContextLoader 
26-06-01 23:12:05.249 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-srv-cluster0.2wfvvt9.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017 to client view of cluster 
26-06-01 23:12:05.297 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-srv-cluster0.2wfvvt9.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 to client view of cluster 
26-06-01 23:12:05.298 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-srv-cluster0.2wfvvt9.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017 to client view of cluster 
26-06-01 23:12:05.621 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@5f8a02cf from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
26-06-01 23:12:07.315 [cluster-rtt-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:211749}] to ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.315 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:211189}] to ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.315 [cluster-rtt-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:211189}] to ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.315 [cluster-rtt-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:230703}] to ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.315 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:230703}] to ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.315 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:211749}] to ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.316 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1153460000, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az3'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=49, topologyVersion=TopologyVersion{processId=6a173a9ae8cae516c810b2e0, counter=3}, lastWriteDate=Mon Jun 01 23:12:08 IST 2026, lastUpdateTimeNanos=7407046001700} 
26-06-01 23:12:07.316 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1153459800, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az2'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=49, topologyVersion=TopologyVersion{processId=6a173937ce104076b302827f, counter=4}, lastWriteDate=Mon Jun 01 23:12:08 IST 2026, lastUpdateTimeNanos=7407046001500} 
26-06-01 23:12:07.316 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1153459900, setName='atlas-azlc8l-shard-0', canonicalAddress=ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, hosts=[ac-tkvevuv-shard-00-00.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017, ac-tkvevuv-shard-00-01.2wfvvt9.mongodb.net:27017], passives=[], arbiters=[], primary='ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='euw1-az1'}, Tag{name='cacheState', value='READY'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='EU_WEST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000164, setVersion=49, topologyVersion=TopologyVersion{processId=6a17383e9ac1754d85a54e74, counter=6}, lastWriteDate=Mon Jun 01 23:12:08 IST 2026, lastUpdateTimeNanos=7407046001500} 
26-06-01 23:12:07.323 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000164 from replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.323 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 49 from replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:07.323 [cluster-ClusterId{value='6a1dc46c796a0a2c99e649b3', description='null'}-ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:09.643 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:230471}] to ac-tkvevuv-shard-00-02.2wfvvt9.mongodb.net:27017 
26-06-01 23:12:11.447 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@e162a35, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1124910c, org.springframework.security.web.context.SecurityContextPersistenceFilter@7b44bfb8, org.springframework.security.web.header.HeaderWriterFilter@3513d214, org.springframework.security.web.authentication.logout.LogoutFilter@2f86f9cf, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@25470477, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4afd65fd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6b2ef50e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@f849027, org.springframework.security.web.session.SessionManagementFilter@5822ecda, org.springframework.security.web.access.ExceptionTranslationFilter@775f15fd, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6cceb281] 
26-06-01 23:12:12.640 [main] INFO  c.j.Service.EmailServiceTests - Started EmailServiceTests in 11.141 seconds (JVM running for 13.294) 
